;text;label;category
363;is, well, laughable.	;Loaded_Language;Manipulative_wording
364;Let’s state the obvious: The CIA records that are still being suppressed have nothing to do with “national security.” They have everything to do with covering up the CIA’s role;Causal_Oversimplification;Simplification
365;a grave threat to “national security,” i.e., befriending the Russians (i.e., the Soviets) and Cubans and entering into peaceful coexistence with the communist world.	;Appeal_to_fear-prejudice;Justification
366;who had absolutely no motive to kill President Kennedy,;Exaggeration_Minimisation;Manipulative_wording
367;who Kennedy admired),;Red_Herring;Distraction
368;For a more detailed analysis of motive, read FFF’s ebook;Appeal_to_Authority;Justification
369;the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time,;Causal_Oversimplification;Simplification
370;a lone nut, former U.S. Marine communist;Name_Calling_Labeling;Attack_on_reputation
371;For anyone who has a critical, analytical, independent mindset, the official story is filled with holes.	;Doubt;Attack_on_reputation
372;and former World War II partner and ally),;Red_Herring;Distraction
373;Red wife,;Name_Calling_Labeling;Attack_on_reputation
374;or even an iota of harassment.	;Exaggeration_Minimisation;Manipulative_wording
375;It skewers them.;Loaded_Language;Manipulative_wording
376;they call Julian Assange a traitor;Name_Calling_Labeling;Attack_on_reputation
377;self-avowed communist;Name_Calling_Labeling;Attack_on_reputation
378;They needed to get rid of Kennedy to protect national security and elevate Johnson, who had the same anti-communist mindset as the Pentagon and the CIA, to the presidency.;Causal_Oversimplification;Simplification
379;no doubt being told that he was being prepared for an important mission,;Causal_Oversimplification;Simplification
380;no government operation ever goes perfectly.;Thought-terminating_Cliches;
381;dreadfully wrong;Loaded_Language;Manipulative_wording
382;shrouded in mystery.;Loaded_Language;Manipulative_wording
383;the United States did not fall into the ocean or fall to the communists.;Exaggeration_Minimisation;Manipulative_wording
384;So interesting;Thought-terminating_Cliches;
385;earthshattering new ;Loaded_Language;Manipulative_wording
386;But how likely is that;Doubt;Attack_on_reputation
387;Give me what I want or I will release the records;Appeal_to_fear-prejudice;Justification
388;the CIA has argued that the release of any of its JFK records would threaten “national security;Appeal_to_fear-prejudice,Flag-Waving;Justification_Justification
389;Imagine spending all that time studying Islam and yet still misunderstanding its true, peaceful message;Doubt;Attack_on_reputation
390;learned imams ;Name_Calling_Labeling;Attack_on_reputation
391;We can only hope that learned imams such as Pope Francis and H.R.	McMaster will go to Virginia forthwith and explain to Mohamad Jamal Khweis the proper understanding of the Religion of Peace;Doubt;Attack_on_reputation
392;I didn’t agree with their ideology,” Khweis said in an interview with Kurdistan24 in 2016.	“Our daily life was basically prayer, eating, and learning about the religion for about eight hours;Repetition;Manipulative_wording
393;drunken one;Loaded_Language;Manipulative_wording
394;I ruined my life;Thought-terminating_Cliches;
395;I ruined my life and my family’s life;Exaggeration_Minimisation,Loaded_Language;Manipulative_wording_Manipulative_wording
396;executed his plan to perfection;Exaggeration_Minimisation;Manipulative_wording
397;He was providing himself and his services to the organization;Repetition;Manipulative_wording
398;botched investigation;Loaded_Language;Manipulative_wording
399;This is not the Soviet Union, this is not Iran or Riyadh – this is America.	;Flag-Waving;Justification
400;incompetent, clueless authorities;Name_Calling_Labeling;Attack_on_reputation
401;still the incompetent, clueless authorities know nothing.	;Doubt;Attack_on_reputation
402;bumbling FBI;Name_Calling_Labeling;Attack_on_reputation
403;local and federal authorities are refusing to fill in the blanks.;Doubt;Attack_on_reputation
404;That’s the information they seek to blackout.;Doubt;Attack_on_reputation
405;I have done what I believe God wanted me to do,[;Appeal_to_fear-prejudice;Justification
406;bolstered my own “Great Clarifier” theory,;Loaded_Language;Manipulative_wording
407;the poor, poor woman;Loaded_Language;Manipulative_wording
408;brave defenders of the status quo;Name_Calling_Labeling;Attack_on_reputation
409;cheap and vulgar ritual humiliation;Loaded_Language;Manipulative_wording
410;bully-boy Church;Name_Calling_Labeling;Attack_on_reputation
411;midget bishops and minicardinals;Name_Calling_Labeling;Attack_on_reputation
412;episcopal bullies.;Name_Calling_Labeling;Attack_on_reputation
413;who “scandalize” believers;Loaded_Language;Manipulative_wording
414;supreme shepherd.”	;Loaded_Language;Manipulative_wording
415;got rid of.;Repetition;Manipulative_wording
416;the “cool kids” in the Vatican;Name_Calling_Labeling;Attack_on_reputation
417;Signaling furiously;Loaded_Language;Manipulative_wording
418;with whom, I guess, she has also no choice but to have sexual relations.	Because of kind-heartedness.	;Causal_Oversimplification;Simplification
419;falsely elevated to the rank of a decisive question of Catholicism and a measure of ideological comparison in order to decide whether one is conservative or liberal, in favor or against the pope.”;Black-and-White_Fallacy;
420;howling tantrums;Loaded_Language;Manipulative_wording
421;To teach with such an intentional lack of clarity inevitably risks sinning against the Holy Spirit, the Spirit of truth;Appeal_to_fear-prejudice;Justification
422;don’t speak out publicly for fear they will be “marginalized or worse;Appeal_to_fear-prejudice;Justification
423;given the boot;Loaded_Language;Manipulative_wording
424;little incident ;Exaggeration_Minimisation;Manipulative_wording
425;extremely bad;Loaded_Language;Manipulative_wording
426;they’ll be “marginalized or worse” if they speak out;Appeal_to_fear-prejudice;Justification
427;the “cool kids;Loaded_Language;Manipulative_wording
428;blithering incoherence;Loaded_Language;Manipulative_wording
429;Presumably because adultery itself is no longer sinful;Causal_Oversimplification;Simplification
430;relativistic Zeitgeist;Name_Calling_Labeling;Attack_on_reputation
431;even threatening to go into schism if they didn’t get their way;Appeal_to_fear-prejudice;Justification
432;lionized ;Loaded_Language;Manipulative_wording
433;widespread cover-up;Loaded_Language;Manipulative_wording
434;the American people are clearly not being told the truth.	;Doubt,Flag-Waving;Attack_on_reputation_Justification
435;complete nonsense;Loaded_Language;Manipulative_wording
436;authorities are actually actively covering up what really happened;Doubt;Attack_on_reputation
437;striking example;Loaded_Language;Manipulative_wording
438;stunning tower audio;Loaded_Language;Manipulative_wording
439;violently remove;Loaded_Language;Manipulative_wording
440;a reign of terror;Loaded_Language;Manipulative_wording
441;a perjurer.	A liar;Name_Calling_Labeling;Attack_on_reputation
442;violently remove ;Loaded_Language;Manipulative_wording
443;admitted perjurer and convicted liar;Name_Calling_Labeling;Attack_on_reputation
444;overwhelmingly ;Exaggeration_Minimisation;Manipulative_wording
445;dreadfully wrong ;Loaded_Language;Manipulative_wording
446;one of the most brilliant and cunning ruses in history;Loaded_Language;Manipulative_wording
447;gets Earl Warren and Sen. Richard Russel to join the Warren Commission by telling them that the assassination could lead to World War III;Appeal_to_fear-prejudice;Justification
448;one of the most ingenious and cunning plots ever designed.;Exaggeration_Minimisation;Manipulative_wording
449;The cover-up of this particular U.S. regime-change operation;Causal_Oversimplification;Simplification
450;the CIA succeeded in keeping secret from the American people;Flag-Waving;Justification
451;kept secret from the American people since 1963.	;Flag-Waving;Justification
452;unelected, right-wing, pro-U.S. military general.	;Name_Calling_Labeling;Attack_on_reputation
453;a total success,;Exaggeration_Minimisation;Manipulative_wording
454;The Guatemalan operation was brilliant and ingenious.;Exaggeration_Minimisation;Manipulative_wording
455;The CIA’s cover-up in the JFK assassination was even more brilliant and ingenious.	;Exaggeration_Minimisation;Manipulative_wording
456;the brilliance, ingenuity, and cunningness of the cover-up;Exaggeration_Minimisation;Manipulative_wording
457;There could be only one answer: communists.	Soviet and Cuban communists, to be more specific.;Causal_Oversimplification;Simplification
458;the Reds;Name_Calling_Labeling;Attack_on_reputation
459;The communist part and the nuclear-war part were concocted.	That was all part of the plan.;Causal_Oversimplification;Simplification
460;the ingenious way;Exaggeration_Minimisation;Manipulative_wording
461;to never reveal the meeting to the American people.;Flag-Waving;Justification
462;Tantalizing Mystery;Loaded_Language;Manipulative_wording
463;commentators should do more complete research, maybe even use Google, before they jump to conclusions.	;Doubt;Attack_on_reputation
464;But Shapira would be wise to follow his own advice because he himself is guilty of what he accuses others of.;Whataboutism;Distraction
465;he failed to conclude his article with one great big important point about former CIA Director Richard Helms.;Doubt;Attack_on_reputation
466;great big important point;Exaggeration_Minimisation;Manipulative_wording
467;who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,”;Red_Herring;Distraction
468;great big important point;Exaggeration_Minimisation;Manipulative_wording
469;Shapira failed to note that Helms was convicted in a federal district court of lying to Congress under oath;Doubt;Attack_on_reputation
470;who “enjoys writing about people who have served in the military and intelligence communities”;Red_Herring,Repetition;Distraction_Manipulative_wording
